name,name_zh,name_en,type,programs,programs_en,country,country_en,listed_on,remarks,local_name,aliases,address,registration_number,website
Izhevsk Raviozavod OAO,,Izhevsk Raviozavod OAO,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"a.k.a.: Izhevsk Radioplant; IRZ OAO；Local name: ИЖЕВСКИЙ РАДИОЗАВОД; АО ИРЗ ｜ Address: 19 Bazisnaya St., 426034 Izhevsk, Udmurt Republic, Russian Federation Phone: +7 3412 501501; +7 341 2500404 Website: https://www.irz.ru Email: disp@irz.ru Registration num",ИЖЕВСКИЙ РАДИОЗАВОД; АО ИРЗ,Izhevsk Radioplant; IRZ OAO,"19 Bazisnaya St., 426034 Izhevsk, Udmurt Republic, Russian Federation Phone: +7 3412 501501; +7 341 2500404",,https://www.irz.ru
IRZ Tek,,IRZ Tek,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"Local name: ООО Ирз ТЭК ｜ Address: 19 Bazisnaya St., 426034 Izhevsk, Udmurt Republic, Russian Federation Phone: +7 3412 501501 Website: https://oil.irz.ru/ Email: tek@irz.ru Registration number: 1833033690 ",ООО Ирз ТЭК,,"19 Bazisnaya St., 426034 Izhevsk, Udmurt Republic, Russian Federation Phone: +7 3412 501501",1833033690,https://oil.irz.ru/
Radiozavod Zao,,Radiozavod Zao,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"a.k.a.: JSC Paket; JSC Package；Local name: АО Пакет ｜ Address: 19 Bazisnaya St., 426034 Izhevsk, Udmurt Republic, Russian Federation Phone: +7 912 8700638 Website: http://zao-paket.ru Registration number: 1833010911 (INN)",АО Пакет,JSC Paket; JSC Package,"19 Bazisnaya St., 426034 Izhevsk, Udmurt Republic, Russian Federation Phone: +7 912 8700638",1833010911 (INN),http://zao-paket.ru
Izhevskii Radiozavod,,Izhevskii Radiozavod,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"a.k.a.: Izhevskiy Radiozavod; LLC Izhevsk Radio Plant; Branch of the LLC Izhevsk Radio Plant in Moscow KB Robotics；Local name: ООО ИРЗ ｜ Address: 19 Bazisnaya St., 426034 Izhevsk, Udmurt Republic, Russian Federation Phone: +7 3412 487824 Website: https://www.irz.ru Email: disp@irz.ru Registration nu",ООО ИРЗ,Izhevskiy Radiozavod; LLC Izhevsk Radio Plant; Branch of the LLC Izhevsk Radio Plant in Moscow KB Robotics,"19 Bazisnaya St., 426034 Izhevsk, Udmurt Republic, Russian Federation Phone: +7 3412 487824",,https://www.irz.ru
超達科技有限公司 Finder Technology Ltd.,超達科技有限公司,Finder Technology Ltd.,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),中国香港,Hong Kong (China),2026-04-24,"Local name: 超達科技有限公司 ｜ Address(es): Camel Paint Building Block 3, 60 Hoi Yuen Rd, Kwun Tong, Hong Kong; Unit A, 7/F, Yeung Yiu Chung, No. 7 Industrial Building, 2 Fung Yip Street, Chai Wan, Hong Kong Tel",超達科技有限公司,,"Camel Paint Building Block 3, 60 Hoi Yuen Rd, Kwun Tong, Hong Kong; Unit A, 7/F, Yeung Yiu Chung, No. 7 Industrial Building, 2 Fung Yip Street, Chai Wan, Hong Kong Tel",,
内蒙古亚欧国际物流有限责任公司 Inner Mongolia Asia Europe International Logistics Limited Co.,内蒙古亚欧国际物流有限责任公司,Inner Mongolia Asia Europe International Logistics Limited Co.,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),中国,China,2026-04-24,"Local name: 内蒙古亚欧国际物流有限责任公司 ｜ Address: 9th Floor, Building E, Central Business Plaza, 012000 Ulaanchabu City, Inner Mongolia Autonomous Region, People's Republic of China Telephone: +86 13500641757 Registration",内蒙古亚欧国际物流有限责任公司,,"9th Floor, Building E, Central Business Plaza, 012000 Ulaanchabu City, Inner Mongolia Autonomous Region, People's Republic of China",,
上海威洱斯泰电子贸易有限公司 Shanghai Welltech Electronic Trading Co. Ltd.,上海威洱斯泰电子贸易有限公司,Shanghai Welltech Electronic Trading Co. Ltd.,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),中国,China,2026-04-24,"a.k.a.: Shanghai Weierstai Electronic Trading Co. Ltd.; Shanghai Weiter Stein Electronic Trading Co. Ltd.; Shanghai Weiersite Electronic Trading Co. Ltd.; Shanghai Welltech Industrial Automation Co. Ltd.；Local name: 上海威洱斯泰电子贸易有限公司 ｜ Address: Room 707, No. 1333 Wenju Road, Pilot Free Trade Zone, Pudo",上海威洱斯泰电子贸易有限公司,Shanghai Weierstai Electronic Trading Co. Ltd.; Shanghai Weiter Stein Electronic Trading Co. Ltd.; Shanghai Weiersite Electronic Trading Co. Ltd.; Shanghai Welltech Industrial Automation Co. Ltd,"Room 707, No. 1333 Wenju Road, Pilot Free Trade Zone, Pudo",,
Beliv Ltd.,,Beliv Ltd.,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"Local name: ООО БЕЛИВ ｜ Address: 1 Derbenevskaya Str., 115114 Moscow, Russian Federation Telephone: +7 495 7416534 Website: http://www.beliv-el.ru Email: sales@beliv-el.ru Registration number: 7725505636 ",ООО БЕЛИВ,,"1 Derbenevskaya Str., 115114 Moscow, Russian Federation",7725505636,http://www.beliv-el.ru
LLC T1,,LLC T1,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"Local name: ООО Т1 ｜ Address: Office 198, 7/1 Korovii Val Str., Yakima District, 119049 Moscow, Russian Federation Telephone: +7 495 988 62 19 Website: www.oct1.ru Email: ktk@oct1.ru Registration numbe",ООО Т1,,"Office 198, 7/1 Korovii Val Str., Yakima District, 119049 Moscow, Russian Federation",,http://www.oct1.ru
繽購科技香港國際貿易有限公司 Abingo Distributor Ltd.,繽購科技香港國際貿易有限公司,Abingo Distributor Ltd.,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),中国香港,Hong Kong (China),2026-04-24,"a.k.a.: Bingou Technology (Hong Kong) International Trade Co. Ltd.; Abinho Dystrybiutor Limited；Local name: 繽購科技香港國際貿易有限公司 ｜ Address: Room 803, 8/F Easey Comm Building, 253-261 Hennessy Rd, Wanchai, Hong Kong Registration number: 2568101 (TRN), 68085539 (BRN)",繽購科技香港國際貿易有限公司,Bingou Technology (Hong Kong) International Trade Co. Ltd.; Abinho Dystrybiutor Limited,"Room 803, 8/F Easey Comm Building, 253-261 Hennessy Rd, Wanchai, Hong Kong","2568101 (TRN), 68085539 (BRN)",
LLC Chainchip,,LLC Chainchip,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"a.k.a.: LLC Cheynchip；Local name: OOO Чейнчип ｜ Address: Building 1A, 20 Kulakova Street, Strogino Municipal District, 123592 Moscow, Russian Federation Telephone: +7 495 1034394 Website: https://chainchip.ru/ Email: sales@chain",OOO Чейнчип,LLC Cheynchip,"Building 1A, 20 Kulakova Street, Strogino Municipal District, 123592 Moscow, Russian Federation",,https://chainchip.ru/
LLC Gaderia,,LLC Gaderia,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"a.k.a.: Gamma Ltd.；Local name: ООО Гадерия ｜ Address: Nekrasova Str. 19, 188800 Vyborg, Leningrad Oblast, Russian Federation Telephone: +7 813 7831509 Website: http://www.icgamma.ru Email: sale@icgamma.ru Registration number:",ООО Гадерия,Gamma Ltd,"Nekrasova Str. 19, 188800 Vyborg, Leningrad Oblast, Russian Federation",,http://www.icgamma.ru
智能電子元件有限公司 AI Electronic Componets PTE Ltd.,智能電子元件有限公司,AI Electronic Componets PTE Ltd.,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),中国香港,Hong Kong (China),2026-04-24,"a.k.a.: Intelligent Electronic Components Co. Ltd.；Local name: 智能電子元件有限公司 ｜ Address(es): Flat E19, 10/F, No 52, Hung To Road, Hong Kong; Room 516 5/F Kam Teem Industria Building 135 Connaught Road West, Sai Wan, Sai Ying Pun, Hong Kong Registration number:",智能電子元件有限公司,Intelligent Electronic Components Co. Ltd,"Flat E19, 10/F, No 52, Hung To Road, Hong Kong; Room 516 5/F Kam Teem Industria Building 135 Connaught Road West, Sai Wan, Sai Ying Pun, Hong Kong",,
LLC Advanced Planet,,LLC Advanced Planet,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"a.k.a.: Edvansd Planet；Local name: ООО Эдвансд Планет ｜ Address: Office 901-2, Section 2, Building 1, Pokhodny Ave. 4, 125373 Moscow, Russian Federation Telephone: +7 909 9548118 Registration number: 7716852680 (INN)",ООО Эдвансд Планет,Edvansd Planet,"Office 901-2, Section 2, Building 1, Pokhodny Ave. 4, 125373 Moscow, Russian Federation",7716852680 (INN),
Bamgroup LLC,,Bamgroup LLC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"a.k.a.: Bamgrupp LLC；Local name: ООО Бамгрупп ｜ Address: Room 1n/6, Building 1, Ulansky Lane 22, 101000 Moscow, Russian Federation Telephone: +7 495 2129368 Website: www.bamgroup.ru Registration number: 7725318379 (INN)",ООО Бамгрупп,Bamgrupp LLC,"Room 1n/6, Building 1, Ulansky Lane 22, 101000 Moscow, Russian Federation",7725318379 (INN),http://www.bamgroup.ru
SoVa Distribution Ltd.,,SoVa Distribution Ltd.,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),中国香港,Hong Kong (China),2026-04-24,"Address: Unit 617, 6/F, 131-132 Connaught Road West, Solo Workshops, Hong Kong; Office 77, 7/F, Woon Lee Commercial Building, 7 Austin Ave., Hong Kong Registration number: 3220535 ",,,"Unit 617, 6/F, 131-132 Connaught Road West, Solo Workshops, Hong Kong; Office 77, 7/F, Woon Lee Commercial Building, 7 Austin Ave., Hong Kong",3220535,
LLC Effektec,,LLC Effektec,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"a.k.a.: Effektivnye Tekhnologii；Local name: ООО Эффектек ｜ Address: Room 1/13, Building 2, Novodmitroskaya Str. 2, 127015 Moscow, Russian Federation Registration number: 7723910653 (INN)",ООО Эффектек,Effektivnye Tekhnologii,"Room 1/13, Building 2, Novodmitroskaya Str. 2, 127015 Moscow, Russian Federation",7723910653 (INN),
深圳市斯尔优科技有限公司 Shenzhen Sieryou Technology Co. Ltd.,深圳市斯尔优科技有限公司,Shenzhen Sieryou Technology Co. Ltd.,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),中国,China,2026-04-24,"Local name: 深圳市斯尔优科技有限公司 ｜ Address: 18th Floor, Yifang Building, No. 315 Shuangming Avenue, Dongzhou Community, Guangming Street, 518107 Shenzhen, Guangdong, People's Republic of China Telephone: +86 1354411",深圳市斯尔优科技有限公司,,"18th Floor, Yifang Building, No. 315 Shuangming Avenue, Dongzhou Community, Guangming Street, 518107 Shenzhen, Guangdong, People's Republic of China",,
Tellur Elektroniks LLC,,Tellur Elektroniks LLC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"Local name: ООО ТЕЛЛУР ЭЛЕКТРОНИКС ｜ Address(es): Building 1, Profsoyuznaya Str. 65, Konkovo District, 117342 Moscow, Russian Federation; Room 49, Floor 4, Butlerova Str. 17, 117342 Moscow, Russian Federation Telephon",ООО ТЕЛЛУР ЭЛЕКТРОНИКС,,"Building 1, Profsoyuznaya Str. 65, Konkovo District, 117342 Moscow, Russian Federation; Room 49, Floor 4, Butlerova Str. 17, 117342 Moscow, Russian Federation Telephon",,
NPP Variant,,NPP Variant,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"a.k.a.: LLC NPP Variant Group；Local name: ООО НПП ВАРИАНТ ГРУПП ｜ Address: Room 1/2, Building 1, Baumanskaya Str. 43/1, 105005 Moscow, Russian Federation Telephone: +7 916 7898010 Website: https://www.nppvg.ru/ Email: info@nppvg.ru Registration n",ООО НПП ВАРИАНТ ГРУПП,LLC NPP Variant Group,"Room 1/2, Building 1, Baumanskaya Str. 43/1, 105005 Moscow, Russian Federation",,https://www.nppvg.ru/
Lumos LLC,,Lumos LLC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"a.k.a.: Lyumos LLC；Local name: ООО ЛЮМОС ｜ Address: Room 62, Building V, Radishcheva Str. 39, 191123 Saint Petersburg, Russian Federation Telephone: +7 9214 035267 Registration number: 7842121055 (INN)",ООО ЛЮМОС,Lyumos LLC,"Room 62, Building V, Radishcheva Str. 39, 191123 Saint Petersburg, Russian Federation",7842121055 (INN),
Promtek LLC,,Promtek LLC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"Local name: ООО ПРОМТЭК ｜ Address(es): Building 2, Yakhromskaya Str. 1A, 127411 Moscow, Russian Federation; Office 1/p, Building 1, Shvernika Str. 16, 117449 Moscow, Russian Federation Telephone: +7 499 391",ООО ПРОМТЭК,,"Building 2, Yakhromskaya Str. 1A, 127411 Moscow, Russian Federation; Office 1/p, Building 1, Shvernika Str. 16, 117449 Moscow, Russian Federation",,
Mavitech LLC,,Mavitech LLC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"Local name: ООО МАВИТЕХ ｜ Address: Room 404M, Building 3, Perekopskaya Str. 34, 117461 Moscow, Russian Federation Registration number: 9727075380 (INN)",ООО МАВИТЕХ,,"Room 404M, Building 3, Perekopskaya Str. 34, 117461 Moscow, Russian Federation",9727075380 (INN),
Applied Robotics LLC,,Applied Robotics LLC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"a.k.a.: Prikladnaya Robototekhnika；Local name: ООО ПРИКЛАДНАЯ РОБОТОТЕХНИКА ｜ Address: Office 2/35, Floor 10, Building 1, Beregovoy Ave. 5A, 121087 Moscow, Russian Federation Telephone: +7 495 1420235 Websites: https://robotgeeks.ru/; https://appliedrobotics",ООО ПРИКЛАДНАЯ РОБОТОТЕХНИКА,Prikladnaya Robototekhnika,"Office 2/35, Floor 10, Building 1, Beregovoy Ave. 5A, 121087 Moscow, Russian Federation",,
NPO Ufimets,,NPO Ufimets,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"a.k.a.: Nauchno-Proizvodstvennoe Obyedinenie Ufimets；Local name: ООО НПО УФИМЕЦ ｜ Address: Proezd Vtoroi Street 8, MKR Industrialnyi Park, 450028 Saint Petersburg, Russian Federation Registration number: 0245972204 (INN)",ООО НПО УФИМЕЦ,Nauchno-Proizvodstvennoe Obyedinenie Ufimets,"Proezd Vtoroi Street 8, MKR Industrialnyi Park, 450028 Saint Petersburg, Russian Federation",0245972204 (INN),
Avtokom Motor LLC,,Avtokom Motor LLC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"a.k.a.: Avtocom Motor LCC；Local name: ООО Автоком Мотор ｜ Address: Office 17/18, Unit 8, 18 Azarovskaya Str., 248017 Kaluga, Russian Federation Telephone: +7 4842 579183 Registration number: 4028046482 (INN)",ООО Автоком Мотор,Avtocom Motor LCC,"Office 17/18, Unit 8, 18 Azarovskaya Str., 248017 Kaluga, Russian Federation",4028046482 (INN),
LLC DeltaTech,,LLC DeltaTech,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"a.k.a.: Deltatekh；Local name: ООО Дельтатех ｜ Address: Novo-Sadovaya Str. 224A, 443029 Samara, Russian Federation Registration number: 6316245174 (INN)",ООО Дельтатех,Deltatekh,"Novo-Sadovaya Str. 224A, 443029 Samara, Russian Federation",6316245174 (INN),
LLC Santross,,LLC Santross,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"Local name: ООО САНТРОСС ｜ Address: Room 475M/2, Building 1, Presnenskaya Embankment 8, 123112 Moscow, Russian Federation Telephone: +7 905 7922050 Email: sse10@mail.ru Registration number: 7703469600 (INN)",ООО САНТРОСС,,"Room 475M/2, Building 1, Presnenskaya Embankment 8, 123112 Moscow, Russian Federation",7703469600 (INN),
NeWay Technology Ltd.,,NeWay Technology Ltd.,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),中国,China,2026-04-24,"Address(es): Unit 606, 6 Floor, Celebrity Commercial Centre, 64 Castle Peak Road, Sham Shui Po, Kowloon, Hong Kong; Unit D7, 3/F., Block D, 18-24 Kwai Cheong Road, Mai Shun Industr",,,"Unit 606, 6 Floor, Celebrity Commercial Centre, 64 Castle Peak Road, Sham Shui Po, Kowloon, Hong Kong; Unit D7, 3/F., Block D, 18-24 Kwai Cheong Road, Mai Shun Industr",,
俄泰科技（深圳）有限公司 Etai Technology Shenzhen Co. Ltd.,俄泰科技（深圳）有限公司,Etai Technology Shenzhen Co. Ltd.,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2026-04-24,"a.k.a.: Russia-Thailand Technology (Shenzhen) Co. Ltd.; Outai Technology (Shenzhen) Co. Ltd.；Local name: 俄泰科技（深圳）有限公司 ｜ Address(es): Room 1206, Hualianfa Building, Huaqiang North Road 2006, Futian District, Shenzhen, Guangdong Province, People's Republic of China; Fuhing Road 9, World Trade Plaza, F",俄泰科技（深圳）有限公司,Russia-Thailand Technology (Shenzhen) Co. Ltd.; Outai Technology (Shenzhen) Co. Ltd,"Room 1206, Hualianfa Building, Huaqiang North Road 2006, Futian District, Shenzhen, Guangdong Province, People's Republic of China; Fuhing Road 9, World Trade Plaza, F",,
